account_value,date,daily_return
1091154.7392424091,2022-07-07,
1104590.5411869055,2022-07-08,0.012313379084825993
1117976.84203682,2022-07-11,0.012118790040996252
1119661.3774982458,2022-07-12,0.0015067713373710934
1117899.0026889807,2022-07-13,-0.0015740248299025428
1129192.9492221838,2022-07-14,0.010102832640548787
1124243.4413715368,2022-07-15,-0.004383225961565151
1115887.1467090612,2022-07-18,-0.0074328160209511385
1114612.422618485,2022-07-19,-0.0011423414046264346
1119247.6301609045,2022-07-20,0.004158582345179962
1106339.2557941442,2022-07-21,-0.011533081704988346
1106093.881755448,2022-07-22,-0.00022178914597059673
1099077.1052509313,2022-07-25,-0.006343744071145685
1075234.5328403478,2022-07-26,-0.02169326637473712
1087278.328250504,2022-07-27,0.011201086872034471
1085086.5941883093,2022-07-28,-0.002015798535892288
1060385.5591541296,2022-07-29,-0.02276411409603407
1070218.9852176672,2022-08-01,0.009273443964459283
1064063.4997135168,2022-08-02,-0.005751613070944073
1068081.5805240637,2022-08-03,0.0037761663769395604
1079366.723361588,2022-08-04,0.010565806061356486
1083891.9705921179,2022-08-05,0.004192502077918769
1094317.4818454748,2022-08-08,0.009618588878060885
1098860.3696475988,2022-08-10,0.004151343533745688
1102470.5823322302,2022-08-11,0.003285415312401563
1102003.7241016394,2022-08-12,-0.00042346547660543354
1108553.115069962,2022-08-16,0.005943165912312809
1117927.4580417639,2022-08-17,0.008456376915426445
1101013.8190799719,2022-08-18,-0.015129460181091736
1095024.7230411535,2022-08-19,-0.005439619317242461
1086180.566318131,2022-08-22,-0.008076673098722398
1094689.7293659216,2022-08-23,0.007834022548050434
1094344.7293582922,2022-08-24,-0.00031515780076718514
1097733.3171421057,2022-08-25,0.0030964536977307056
1094125.6417499548,2022-08-26,-0.00328647708492924
1086065.6953693395,2022-08-29,-0.007366563832398754
1097136.136859513,2022-08-30,0.010193160079886798
1089811.592692948,2022-09-01,-0.006676057711061278
1086199.45556984,2022-09-02,-0.0033144601758018366
1090721.7610584265,2022-09-05,0.004163420875785695
1099402.9454608923,2022-09-06,0.007959119101137002
1100394.105861283,2022-09-07,0.0009015442467958934
1109367.8731952673,2022-09-08,0.008155048528690978
1107080.0311161047,2022-09-09,-0.0020622934325410514
1110444.3421054846,2022-09-12,0.0030389049525065825
1112404.0765110021,2022-09-13,0.0017648200195263808
1103012.3395496374,2022-09-14,-0.008442738713095532
1093973.8046604162,2022-09-15,-0.008194409586488982
1070762.24072609,2022-09-16,-0.02121765972406564
1075905.7997394567,2022-09-19,0.004803642505995409
1101100.484790421,2022-09-20,0.02341718490323741
1086245.4135318762,2022-09-21,-0.01349111317608076
1091258.569041825,2022-09-22,0.004615122372437552
1078919.1464572912,2022-09-23,-0.011307514950712583
1072379.7615009313,2022-09-26,-0.006061051912770621
1083638.4054676061,2022-09-27,0.010498747151771015
1099108.7393833166,2022-09-28,0.014276287955145683
1114963.7648731237,2022-09-29,0.014425347485366169
1118246.431552506,2022-09-30,0.0029441913565289024
1134074.8767353063,2022-10-03,0.014154702162407107
1138731.6961170202,2022-10-04,0.00410627153219334
1133250.052936173,2022-10-06,-0.004813814526757332
1129818.82716713,2022-10-07,-0.0030277746382212367
