account_value,date,daily_return
1130307.989276505,2022-10-10,
1099417.4503877263,2022-10-11,-0.027329311286697466
1113260.4820748754,2022-10-12,0.012591242464149666
1100521.8086129613,2022-10-13,-0.011442671025357787
1107378.0749703832,2022-10-14,0.006230014074926071
1106130.2859078832,2022-10-17,-0.0011267958890492924
1130300.718647141,2022-10-18,0.021851343415137947
1145889.2181588598,2022-10-19,0.013791462090174234
1162999.928363938,2022-10-20,0.014932255172598996
1174229.0000192113,2022-10-21,0.009655264270798325
1202597.6062203832,2022-10-24,0.024159347282947108
1174871.1126901098,2022-10-25,-0.023055503675426747
1167039.2773629613,2022-10-27,-0.0066661229836657565
1174575.1181832738,2022-10-28,0.006457229817783405
1186098.916645188,2022-10-31,0.009811035738385154
1199743.078022141,2022-11-01,0.01150339249574972
1190613.9880563207,2022-11-02,-0.007609204114659485
1189603.4248238988,2022-11-03,-0.0008487748695710229
1190236.4083444066,2022-11-04,0.0005320962493038373
1193415.180317063,2022-11-07,0.0026707063826738597
1185785.2826119848,2022-11-09,-0.006393330528149499
1178223.6035348363,2022-11-10,-0.006376937872337174
1190255.6999703832,2022-11-11,0.010212065349437083
1176777.6266061254,2022-11-14,-0.011323678907476098
1176878.3083688207,2022-11-15,8.55571693572088e-05
1179371.6645699926,2022-11-16,0.002118618538077932
1173622.769428391,2022-11-17,-0.004874540667973104
1168693.1992379613,2022-11-18,-0.004200302106298293
1157965.4131051488,2022-11-21,-0.009179300555361758
1151140.736591477,2022-11-22,-0.005893679065397284
1148755.8968697973,2022-11-23,-0.002071718640364706
1161514.5072213598,2022-11-24,0.011106459071355435
1154416.654194016,2022-11-25,-0.006110860418199748
1169877.0543405004,2022-11-28,0.013392391811324345
1184439.3282662816,2022-11-29,0.012447695996559593
1188557.4341012426,2022-11-30,0.00347683983187963
1185713.3539010473,2022-12-01,-0.0023928841119452704
1170498.6024362035,2022-12-02,-0.012831728186906699
1170568.506488938,2022-12-05,5.9721602903906046e-05
1177310.978778977,2022-12-06,0.005759998028874724
1174370.9480172582,2022-12-07,-0.00249724228747783
1168077.2735787816,2022-12-08,-0.005359187783981256
1183660.9996530004,2022-12-09,0.013341348579168022
1196418.2585641332,2022-12-12,0.010777797794193411
1192572.9776803441,2022-12-13,-0.003213993815510574
1178414.873676438,2022-12-14,-0.011871897375576146
1160767.4048043676,2022-12-15,-0.01497559922764169
1157615.084247727,2022-12-16,-0.0027157211200049547
1173960.14796843,2022-12-19,0.014119601535189874
1176298.188984055,2022-12-20,0.0019915846544458216
1184993.0575143285,2022-12-21,0.007391721428886111
1183954.9415475316,2022-12-22,-0.0008760523618378535
1169400.1786080785,2022-12-23,-0.012293341941230329
1160051.0130807348,2022-12-26,-0.00799483846365745
1157574.6106149144,2022-12-27,-0.002134735833076662
1161206.536640305,2022-12-28,0.003137530827029167
1161251.3730660863,2022-12-29,3.8611930235132874e-05
1152867.8304635473,2022-12-30,-0.007219403823311543
1150692.9610787816,2023-01-02,-0.001886486314646496
1160600.5322457738,2023-01-03,0.008610091051312052
1147001.96828093,2023-01-04,-0.011716834162164624
1157772.3066598363,2023-01-05,0.009389991191600444
1160067.642109055,2023-01-06,0.001982544785373852
