account_value,date,daily_return
1000000.0,2022-01-03,
1003626.5451080322,2022-01-04,0.0036265451080321753
998610.411889267,2022-01-05,-0.004998007718324371
997494.8909923554,2022-01-06,-0.0011170731685054003
996087.9827905732,2022-01-07,-0.0014104415115174795
986817.8197427826,2022-01-10,-0.0093065705117934
990527.0954080658,2022-01-11,0.0037588251763127634
986866.1450716095,2022-01-12,-0.003695961830249672
988502.2612520294,2022-01-13,0.0016578906760462697
973089.7327905732,2022-01-14,-0.01559179889172424
954838.0687357025,2022-01-18,-0.018756403895588858
941272.488550766,2022-01-19,-0.014207205000632883
932680.8056970673,2022-01-20,-0.009127731829203789
921372.4821191864,2022-01-21,-0.012124537686212244
925699.4253717499,2022-01-24,0.004696193273117322
930024.7366319733,2022-01-25,0.00467247914568647
925154.8254076081,2022-01-26,-0.0052363244035866785
918675.7843118744,2022-01-27,-0.007003196565373848
937145.6150461274,2022-01-28,0.020104841174286125
936208.4895643158,2022-01-31,-0.0009999785164288566
939417.2128156587,2022-02-01,0.0034273597036447168
942820.7733373566,2022-02-02,0.0036230553105331964
934214.0449201508,2022-02-03,-0.009128700449333671
933887.9081316986,2022-02-04,-0.00034910285306188893
935532.8700495758,2022-02-07,0.0017614125887635002
942149.5701724091,2022-02-08,0.007072653815448193
949193.2122126617,2022-02-09,0.007476139949799787
938779.1635333099,2022-02-10,-0.010971474032221207
925563.9819155731,2022-02-11,-0.014076986506601274
921001.735848526,2022-02-14,-0.004929152555834038
932162.7050410309,2022-02-15,0.012118293330057872
929976.9557162323,2022-02-16,-0.002344815248430665
917458.7119494476,2022-02-17,-0.013460810711318771
912137.3271342316,2022-02-18,-0.005800135467577627
894439.9378596344,2022-02-22,-0.01940211056837149
881079.3577815094,2022-02-23,-0.014937369757992314
878937.5032969513,2022-02-24,-0.0024309438935796734
899530.006009201,2022-02-25,0.023428858860847335
890804.1420718231,2022-02-28,-0.009700470111153492
867419.7697001495,2022-03-01,-0.026250857250491033
881670.8110590973,2022-03-02,0.0164292328313822
875716.1705485382,2022-03-03,-0.006753813822424459
865815.2677126923,2022-03-04,-0.011306063732549498
839010.618622879,2022-03-07,-0.030958854722700435
834498.30749617,2022-03-08,-0.005378133514108985
852928.9536715546,2022-03-09,0.022085900007015935
849859.8655787506,2022-03-10,-0.0035982927764295347
845689.4444056549,2022-03-11,-0.0049071868692794895
849703.1624041595,2022-03-14,0.004746089743765669
867101.2951823273,2022-03-15,0.02047554198685253
884931.6984454193,2022-03-16,0.020563229881167322
894361.521962265,2022-03-17,0.01065599021191277
902082.9136286774,2022-03-18,0.008633412190487855
891170.947995285,2022-03-21,-0.012096410949075986
899549.0351954498,2022-03-22,0.00940121221300072
883546.4658061066,2022-03-23,-0.017789546498558906
891272.7853098908,2022-03-24,0.008744666865635686
895606.6196833649,2022-03-25,0.004862522950218162
897431.8957873383,2022-03-28,0.002038033288117802
909248.5573855438,2022-03-29,0.013167195921689911
905739.0386744537,2022-03-30,-0.0038598012420073546
891061.0597811737,2022-03-31,-0.016205527493615812
895068.8777705231,2022-04-01,0.00449780398925026
