account_value,date,daily_return
735446.183235856,2022-07-06,
746166.7568444528,2022-07-07,0.014576965457115953
745296.979202775,2022-07-08,-0.0011656612060232385
740855.3647933741,2022-07-11,-0.0059595228926756505
744479.7391845179,2022-07-12,0.004892148404911145
739249.2735746966,2022-07-13,-0.007025665487620292
740939.7721663829,2022-07-14,0.0022867774810406694
754344.453479661,2022-07-15,0.018091458735013166
753352.1525892497,2022-07-18,-0.0013154479837877986
775467.1467053385,2022-07-19,0.029355453541985987
780770.2664768648,2022-07-20,0.006838613078654854
788456.892002534,2022-07-21,0.009844926037404278
784366.1635365611,2022-07-22,-0.005188271556081148
783905.8660611125,2022-07-25,-0.0005868400459463352
773756.7213216258,2022-07-26,-0.012946892195721316
782735.6668946658,2022-07-27,0.01160435227974932
791991.3992078829,2022-07-28,0.01182485059092464
801694.7627561617,2022-07-29,0.012251854701937015
800893.072602254,2022-08-01,-0.0009999942511181859
798080.7061281024,2022-08-02,-0.0035115380196930612
804432.6799962817,2022-08-03,0.007959062059019084
799661.2393427669,2022-08-04,-0.0059314356218557185
800998.2141068354,2022-08-05,0.0016719264337075046
803171.6460144892,2022-08-08,0.00271340418664634
805189.757029809,2022-08-09,0.00251267711619807
817571.3813317195,2022-08-10,0.01537727497625374
819536.3413689509,2022-08-11,0.0024034109829416117
830218.4249298945,2022-08-12,0.013034301252706326
834234.2771103755,2022-08-15,0.004837103176576818
837520.9242928401,2022-08-16,0.003939717262456455
834227.3789322749,2022-08-17,-0.003932493224985456
835429.6485855952,2022-08-18,0.0014411774099996055
829766.8201554194,2022-08-19,-0.006778342664475856
815878.180606164,2022-08-22,-0.016738003029156956
811236.691783227,2022-08-23,-0.005688948342126965
812907.41547326,2022-08-24,0.002059477470576887
821131.0584633723,2022-08-25,0.010116334078862588
800550.5821755305,2022-08-26,-0.025063570639204835
797669.1261780635,2022-08-29,-0.003599342829326946
789579.5333569422,2022-08-30,-0.010141539337095273
784641.1825211421,2022-08-31,-0.006254405828890364
787284.8269074336,2022-09-01,0.003369239908867838
778536.9513695613,2022-09-02,-0.011111449425788122
774585.7707703486,2022-09-06,-0.005075135601800174
783768.5982830897,2022-09-07,0.011855146142961681
788416.1356060877,2022-09-08,0.005929731470715849
796160.5845959559,2022-09-09,0.009822793623972093
799875.5380318537,2022-09-12,0.00466608559601478
769774.1155770198,2022-09-13,-0.03763263285798257
769987.2082302943,2022-09-14,0.00027682491390979
769644.6547768489,2022-09-15,-0.00044488200555015123
765524.1373494044,2022-09-16,-0.005353792041392302
768256.7898152247,2022-09-19,0.003569648992756802
761985.8786251917,2022-09-20,-0.008162519711073624
749914.3683159724,2022-09-21,-0.015842170633134756
749396.9834454432,2022-09-22,-0.0006899252666554556
735084.0520966426,2022-09-23,-0.019099264695455864
725727.8638546839,2022-09-26,-0.012728052275481239
721946.6906330958,2022-09-27,-0.005210180578577361
736281.720784463,2022-09-28,0.019856078485235962
725304.2323315516,2022-09-29,-0.014909358935619843
714871.3788922206,2022-09-30,-0.014384106660723317
734275.1337712184,2022-10-03,0.027143001457222038
