,account_value,date,daily_return,datadate
96,1048250.5092697224,2022-05-26,-0.0030254804428808,2022-05-26
97,1060740.3735885702,2022-05-27,0.0119149613650548,2022-05-27
98,1081191.3452110372,2022-05-30,0.0192799031051111,2022-05-30
99,1084315.6730003438,2022-05-31,0.0028897084712575,2022-05-31
100,1073725.5790252767,2022-06-01,-0.0097666152383133,2022-06-01
101,1088241.044612893,2022-06-02,0.0135187853127174,2022-06-02
102,1082882.5644874654,2022-06-03,-0.004923982744405,2022-06-03
103,1086560.8019447408,2022-06-06,0.003396709465921,2022-06-06
104,1075480.8817100606,2022-06-07,-0.010197239045297,2022-06-07
105,1066616.77883149,2022-06-08,-0.0082419901918444,2022-06-08
106,1089499.6790237508,2022-06-09,0.0214537223175221,2022-06-09
107,1084952.849864968,2022-06-10,-0.0041733184931794,2022-06-10
108,1048232.7493515096,2022-06-13,-0.0338448813863464,2022-06-13
109,1076238.0400199972,2022-06-14,0.0267166721186808,2022-06-14
110,1073443.532245644,2022-06-15,-0.0025965517575471,2022-06-15
111,1037792.0074653706,2022-06-16,-0.0332122964173909,2022-06-16
112,1036754.2393236012,2022-06-17,-0.000999977003392,2022-06-17
113,1041693.1357314688,2022-06-20,0.0047638063299262,2022-06-20
114,1067788.736434792,2022-06-21,0.0250511401181492,2022-06-21
115,1060093.1451109394,2022-06-22,-0.0072070354942561,2022-06-22
116,1073462.4886625751,2022-06-23,0.0126114800508747,2022-06-23
117,1080519.715453957,2022-06-24,0.0065742649285998,2022-06-24
118,1086980.161643837,2022-06-27,0.0059790174093825,2022-06-27
119,1096568.0436628803,2022-06-28,0.0088206596195308,2022-06-28
120,1094379.2949293598,2022-06-29,-0.001995999013622,2022-06-29
121,1097967.403785561,2022-06-30,0.0032786702680014,2022-06-30
122,1093623.8178251728,2022-07-01,-0.0039560245098464,2022-07-01
123,1090561.302474831,2022-07-04,-0.0028003370998558,2022-07-04
124,1096628.7023542866,2022-07-05,0.0055635569185215,2022-07-05
125,1099020.3724287497,2022-07-06,0.0021809296704786,2022-07-06
126,1091154.7392424091,2022-07-07,,2022-07-07
127,1104590.5411869057,2022-07-08,0.0123133790848259,2022-07-08
128,1117976.84203682,2022-07-11,0.0121187900409962,2022-07-11
129,1119661.3774982458,2022-07-12,0.001506771337371,2022-07-12
130,1117899.002688981,2022-07-13,-0.0015740248299025,2022-07-13
131,1129192.9492221838,2022-07-14,0.0101028326405487,2022-07-14
132,1124243.4413715368,2022-07-15,-0.0043832259615651,2022-07-15
133,1115887.1467090612,2022-07-18,-0.0074328160209511,2022-07-18
134,1114612.422618485,2022-07-19,-0.0011423414046264,2022-07-19
135,1119247.6301609045,2022-07-20,0.0041585823451799,2022-07-20
136,1106339.2557941442,2022-07-21,-0.0115330817049883,2022-07-21
137,1106093.881755448,2022-07-22,-0.0002217891459705,2022-07-22
