account_value,date,daily_return
1063638.3388902596,2022-10-10,
1030605.3226984874,2022-10-11,-0.031056624215179185
1045511.5012885829,2022-10-12,0.014463517955705774
1041949.0859672328,2022-10-13,-0.0034073420684128664
1053385.1092445157,2022-10-14,0.010975606611974609
1049127.4022361538,2022-10-17,-0.004041928228333713
1072931.9703132412,2022-10-18,0.022689873533328075
1084604.5846092007,2022-10-19,0.010879174653125157
1097487.3673087857,2022-10-20,0.011877861187749694
1102831.3197089932,2022-10-21,0.0048692609677245535
1130393.4507056973,2022-10-24,0.024992154742192962
1113078.72423475,2022-10-25,-0.01531743346543435
1110057.5991279385,2022-10-27,-0.0027142061392724237
1116979.5337592862,2022-10-28,0.006235653570396238
1131717.681128671,2022-10-31,0.013194644059217664
1140915.6188117764,2022-11-01,0.008127413608959744
1130686.798491647,2022-11-02,-0.008965448584867586
1131719.4903861783,2022-11-03,0.0009133315219642668
1132240.7379752896,2022-11-04,0.0004605801998986969
1134382.311484506,2022-11-07,0.0018914471431632496
1126081.4738837979,2022-11-09,-0.0073174956244206335
1116402.5106117032,2022-11-10,-0.008595260197925558
1127202.3630897305,2022-11-11,0.009673798092866948
1116289.663184335,2022-11-14,-0.009681225184343223
1115210.2012702725,2022-11-15,-0.0009670087878295153
1117468.1925880215,2022-11-16,0.00202472261747344
1116553.779502084,2022-11-17,-0.0008182900345644617
1112620.2098151944,2022-11-18,-0.0035229558657208226
1104503.4780189297,2022-11-21,-0.00729515042479123
1101390.3404609463,2022-11-22,-0.0028185855635033397
1099276.8214484951,2022-11-23,-0.0019189554645691054
1109601.1554328701,2022-11-24,0.009391932753363141
1103370.818701913,2022-11-25,-0.0056149335285492485
1114353.2552253506,2022-11-28,0.009953531793017723
1125190.5592109463,2022-11-29,0.009725196148329118
1131791.4393226407,2022-11-30,0.005866455292980133
1130407.7360145352,2022-12-01,-0.0012225779945230775
1116153.873114755,2022-12-02,-0.012609488103854427
1116412.1132270596,2022-12-05,0.00023136604954299145
1123200.62267225,2022-12-06,0.006080648324002791
1126897.9851905606,2022-12-07,0.0032918095340028763
1128820.3868781826,2022-12-08,0.001705923440174617
1143830.3696052334,2022-12-09,0.013297051418925676
1154541.8944160244,2022-12-12,0.009364609556999026
1152249.3022681973,2022-12-13,-0.001985715857445558
1142883.6761543057,2022-12-14,-0.008128124786411561
1127106.8444282315,2022-12-15,-0.013804407268429797
1126193.4377509854,2022-12-16,-0.0008103993705312895
1141248.4482337735,2022-12-19,0.013368050263951936
1140200.2480994961,2022-12-20,-0.0009184679601532686
1146349.6976539395,2022-12-21,0.005393306627229144
1140780.3381416104,2022-12-22,-0.004858342549160177
1126773.4451209805,2022-12-23,-0.012278343649793078
1120864.6057807705,2022-12-26,-0.005244034961771393
1121106.2295448086,2022-12-27,0.00021556909085362896
1122731.6896735928,2022-12-28,0.0014498716410167312
1120089.982413461,2022-12-29,-0.0023529283838954473
1108344.57038038,2022-12-30,-0.010486132558540695
1107519.80525892,2023-01-02,-0.0007441414371497368
1114099.3818122647,2023-01-03,0.005940820671650693
1102800.7206031582,2023-01-04,-0.010141520041710539
1115903.1647865078,2023-01-05,0.011881062406436715
1119434.0491554043,2023-01-06,0.0031641494354681665
