account_value,date,daily_return
1017548.1285430458,2022-07-07,
1003235.6105320443,2022-07-08,-0.014065691449400619
1007862.5026829232,2022-07-11,0.004611969613424138
997243.1845676888,2022-07-12,-0.010536475051870497
1001196.4246189584,2022-07-13,0.003964168532255563
1014665.2207615365,2022-07-14,0.01345270099991036
1038692.5277073373,2022-07-15,0.02368003401926755
1030978.9775364388,2022-07-18,-0.007426211284993323
1031509.9175999154,2022-07-19,0.0005149863140228028
1037154.2391941537,2022-07-20,0.005471902400484341
1041543.7834780586,2022-07-21,0.004232296526421653
1045880.8448031319,2022-07-22,0.004164070098513051
1022642.9119723213,2022-07-25,-0.022218527996068826
1011630.7457507027,2022-07-26,-0.010768339654728565
1027259.8634112251,2022-07-27,0.015449429276612747
1034004.6286776436,2022-07-28,0.006565782920809449
1040687.1969759834,2022-07-29,0.006462803079407831
1067569.7182085884,2022-08-01,0.025831509516711648
1085827.960579194,2022-08-02,0.01710262295678766
1069936.9514109811,2022-08-03,-0.0146349235285268
1073952.2778269968,2022-08-04,0.0037528626436542645
1059375.103693696,2022-08-05,-0.013573390954387476
1068127.1633250436,2022-08-08,0.008261530406776574
1064483.356074067,2022-08-10,-0.0034113983578822893
1057374.0476634225,2022-08-11,-0.006678646847861014
1043963.3610179146,2022-08-12,-0.012683010969621211
1077590.3633982858,2022-08-16,0.032210902830520194
1070297.2952830514,2022-08-17,-0.006767941105407571
1071298.9038035593,2022-08-18,0.0009358227147933107
1052806.0062205514,2022-08-19,-0.017262126860533744
1035635.9363352974,2022-08-22,-0.016308863915862837
1047479.0398509224,2022-08-23,0.011435585711261576
1045345.1351268013,2022-08-24,-0.0020371813114511417
1047634.7796580513,2022-08-25,0.0021903239937806074
1045518.6440379341,2022-08-26,-0.0020199173043948804
1057381.0073191843,2022-08-29,0.011345912718912388
1086347.0327098093,2022-08-30,0.027394123017268512
1078534.8875071725,2022-09-01,-0.007191205910647147
1065953.1961582268,2022-09-02,-0.011665539515393841
1070116.006651696,2022-09-05,0.0039052469737623774
1064791.2054889763,2022-09-06,-0.004975910209380596
1054034.4067164697,2022-09-07,-0.010102261097814869
1054660.413141732,2022-09-08,0.0005939146020979003
1071252.1624334725,2022-09-09,0.015731840396204122
1070053.2686041268,2022-09-12,-0.0011191518406107326
1069763.93779358,2022-09-13,-0.0002703891656947732
1074076.8472021492,2022-09-14,0.0040316459138309835
1097771.9873074272,2022-09-15,0.022060935553169347
1094926.3835422907,2022-09-16,-0.002592162851701274
1104398.0423252496,2022-09-19,0.00865049826666553
1110977.3599827203,2022-09-20,0.005957378956973125
1103879.6850559625,2022-09-21,-0.006388676477501076
1119931.7076084528,2022-09-22,0.014541460242269544
1113876.7161838922,2022-09-23,-0.005406572010976163
1058063.8355381403,2022-09-26,-0.05010687433791161
1052431.84133648,2022-09-27,-0.005322924773055515
1047051.7715453118,2022-09-28,-0.00511203631423407
1036690.0286253899,2022-09-29,-0.00989611325964268
1058778.8643187494,2022-09-30,0.02130707837775625
1029124.9090323572,2022-10-03,-0.028007694794202842
1046473.9672141199,2022-10-04,0.01685806847108129
1047846.1029893807,2022-10-06,0.0013111991489991315
1055684.677696412,2022-10-07,0.007480654539506082
